date,commit,size,name
2026-06-09T09:56:24Z,177741a7e3e1ac9c715eed7f3a35cd7173fee252,1571263,yet_another_onnx_builder-0.1.0-py3-none-any.whl
2026-06-15T12:42:32Z,177741a7e3e1ac9c715eed7f3a35cd7173fee252,1571263,yet_another_onnx_builder-0.1.0-py3-none-any.whl
2026-06-22T12:26:19Z,f54fc6c973dfe0284ded27424af34084e42f34b3,1576540,yet_another_onnx_builder-0.1.0-py3-none-any.whl
2026-06-29T11:24:01Z,aebca4eee061d31a933cd258c4c4f185fceed3d6,1579706,yet_another_onnx_builder-0.1.0-py3-none-any.whl
