date,onnxruntime_version,onnx_version,onnx_light_version,n_tests,onnxruntime_pass,onnxruntime_fail,reference_pass,reference_fail,onnx_light_pass,onnx_light_fail
2026-06-29T12:25:39Z,1.27.0,1.22.0,0.1.2,2090,1755,335,1993,97,2080,10
