job_id,run_id,workflow,job_name,status,conclusion,started_at,completed_at,duration_seconds,head_sha
78549812230,26651222247,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-29T17:10:34Z,2026-05-29T17:20:54Z,620,b766fa6d7078dc407c7e8a5e24d699af35ab7c0d
78280448184,26571768909,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-28T11:25:22Z,2026-05-28T11:36:30Z,668,a23bf1c354fb25697c0bca8640d7c50700c782cb
78179635478,26540229623,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-27T21:37:43Z,2026-05-27T21:48:30Z,647,2ab3bacb82e3a96888e66d5b07966a084c1de555
78177602962,26539636135,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-27T21:25:02Z,2026-05-27T21:35:10Z,608,395e5ac15ee98517fc57b3684b9f4173cc194ba3
78165484734,26536162642,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-27T20:15:00Z,2026-05-27T20:24:34Z,574,93d9f12a3d810b92d9aa6cda961f5b020f3315ac
78131992480,26526651405,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-27T17:11:44Z,2026-05-27T17:21:53Z,609,e1481b1df670e3620b2b60cb7e8f19c0f23e86ea
77641029280,26377757763,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-25T00:56:33Z,2026-05-25T01:06:59Z,626,0ce10a714cf980589dc7c6125a2905dd5df652d6
77618370092,26338926685,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-23T17:22:49Z,2026-05-23T17:33:32Z,643,0ce10a714cf980589dc7c6125a2905dd5df652d6
77522723734,26333262256,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-23T12:55:22Z,2026-05-23T13:07:14Z,712,76fe8134c705a2c5e7ba3e3a661b772ed9dda0ea
77442012500,26305750534,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-22T18:43:59Z,2026-05-22T18:54:40Z,641,d33e14b757bbf7b7f6000f3dc942e6bc0e16bbb5
77423789567,26300408505,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-22T16:45:36Z,2026-05-22T16:56:04Z,628,d68d644de98b3d800496a7a3946dd0bab570deaa
77216894140,26238126525,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-21T16:11:13Z,2026-05-21T16:22:10Z,657,c0e4907f644fadff45aaa22494fb50231a6f6eac
77070713894,26194504026,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-20T22:49:59Z,2026-05-20T23:00:25Z,626,687c4e538d38b46fb2c367ea570414dc5621bccd
77026939751,26181885883,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-20T18:26:52Z,2026-05-20T18:37:35Z,643,0ebe0841967a1fe2e143eaf5bed12fd43a14690a
76997265221,26173471333,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-20T15:44:17Z,2026-05-20T15:52:59Z,522,b6f803ec4bb88f80bd775e72a254ada3df11f04f
76955663589,26161905090,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-20T12:16:16Z,2026-05-20T12:26:48Z,632,a6f1908b9bd0cae2b20460a5ff546a870624906c
76888276597,26141653547,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-20T04:38:40Z,2026-05-20T04:49:50Z,670,1ea440d9370d4e7b01b45b1d40f8c555e3c4bb73
76888272118,26141652785,Create Releases,call-win / build (cp312-win_amd64),completed,cancelled,2026-05-20T04:38:34Z,2026-05-20T04:38:35Z,1,1ea440d9370d4e7b01b45b1d40f8c555e3c4bb73
76833058752,26124039637,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-19T20:41:49Z,2026-05-19T20:52:31Z,642,2ec288908952eea9dcf48d4b197915e1f72c6abf
76791805043,26112127291,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-19T16:54:51Z,2026-05-19T17:05:03Z,612,9a48f83aa6673619a9ef7641f7891e1f0f66b076
76704884334,26087680635,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-19T09:10:58Z,2026-05-19T09:20:56Z,598,1ad2a6407a5b776ef319b5bdcff666f3f3a166af
76703527383,26087291445,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-19T09:02:54Z,2026-05-19T09:13:05Z,611,9a48f83aa6673619a9ef7641f7891e1f0f66b076
76702158913,26086890399,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-19T08:54:50Z,2026-05-19T09:05:32Z,642,251494ff6aa42e8781718fd83612517ed1d44a9c
76698339097,26085760421,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-19T08:31:44Z,2026-05-19T08:41:19Z,575,f07e915ce723e6919d771dd2fdaa3e299e3d83b5
76626565007,26062737599,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-18T21:54:49Z,2026-05-18T22:04:41Z,592,c96c82d8c2db629c764f0566fb5b1e66c43412b2
76618964273,26060437403,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-18T21:05:28Z,2026-05-18T21:15:12Z,584,fd25487ea781eb2c9a2a3e3a3edf043d743d63d1
76616290470,26059645088,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-18T20:49:28Z,2026-05-18T21:00:21Z,653,fa652d85c14b532f12fef14dfd2c2acf675f2d3e
76614183095,26058934462,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-18T20:37:09Z,2026-05-18T20:47:35Z,626,e3fd238cc76987440da4ebedc747010a813a49e0
76612711431,26058576620,Create Releases,call-win / build (cp312-win_amd64),completed,cancelled,2026-05-18T20:28:36Z,2026-05-18T20:36:36Z,480,701a92af3f28f5eb51d28ffd71cc9ce956cececf
76611040491,26058067673,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-18T20:18:19Z,2026-05-18T20:28:56Z,637,58c7d79465f8eeccf1596727f42443e60d233a43
76607439908,26056992493,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-18T19:56:18Z,2026-05-18T20:06:52Z,634,762224e7c8e460cbda6d838caa9d452182ba629e
76601327893,26055158901,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-18T19:20:00Z,2026-05-18T19:28:40Z,520,72eac1a91ec7eab440bd02009d9622e15b143052
76585326048,26050410601,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-18T17:47:22Z,2026-05-18T17:57:50Z,628,ade0ee5827c08b5b119f58eabcd766203d695cce
76582280645,26049453295,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-18T17:29:49Z,2026-05-18T17:39:46Z,597,f3d74bbaa34865ca9f60cbcbed8a7d996e83cbec
76580927706,26049090542,Create Releases,call-win / build (cp312-win_amd64),completed,cancelled,2026-05-18T17:22:02Z,2026-05-18T17:28:53Z,411,e3c0ff6a4d8710432102e17872916a663c3aa587
76579838386,26048788749,Create Releases,call-win / build (cp312-win_amd64),completed,cancelled,2026-05-18T17:15:45Z,2026-05-18T17:21:45Z,360,38dcbc96bdaf84c3858c906319f5e6c29087ea0d
76568262199,26045446314,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-18T16:10:32Z,2026-05-18T16:21:26Z,654,30887a4fd7f1c29f79526dda2aa2ab13f38d9161
76555888729,26042001759,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-18T15:06:45Z,2026-05-18T15:17:02Z,617,30887a4fd7f1c29f79526dda2aa2ab13f38d9161
76460804958,26014209532,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-18T04:51:42Z,2026-05-18T05:02:07Z,625,36de9ed25c649d6b657b3618c7ed924352b2bf2e
76456131564,26012592183,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-18T03:54:05Z,2026-05-18T04:04:17Z,612,9bf9124819bb5864f85df340be60fd58dddbd0c9
76455590657,26012404213,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-18T03:47:11Z,2026-05-18T03:57:16Z,605,3252bdbbde6dd414eadac2ac48f7e493f9ad2531
76442493413,26007820101,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-18T00:53:54Z,2026-05-18T01:03:05Z,551,3e9808d5db544e31006fa3ba33d52bbcd04bf8e7
76421333878,26000014021,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-17T19:07:35Z,2026-05-17T19:17:44Z,609,984138262b362133416288b018be956d766a39d2
76417471904,25998606918,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-17T18:05:58Z,2026-05-17T18:16:11Z,613,984138262b362133416288b018be956d766a39d2
76373862446,25982580698,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-17T05:39:07Z,2026-05-17T05:48:54Z,587,3e9808d5db544e31006fa3ba33d52bbcd04bf8e7
76373072376,25982294881,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-17T05:23:30Z,2026-05-17T05:33:42Z,612,3856f03b8b86d53aed3bc36956ae549c5d123d42
76328260870,25965534151,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-16T15:20:33Z,2026-05-16T15:30:47Z,614,a3c1aadc8866445c8c4d1aab9ab4f92e8c42608b
76324447683,25964118566,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-16T14:14:40Z,2026-05-16T14:24:59Z,619,bf54fef61b8176911bcc7f96edf90c04d16428ff
76313801285,25960084297,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-16T10:52:27Z,2026-05-16T11:02:28Z,601,b4fb2bf5471d8e4e255db5d83995c98132ac4d12
76312715411,25959663386,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-16T10:30:26Z,2026-05-16T10:40:38Z,612,ea79d1d08aae9f2a3970d028177aa04c9bd244ea
76311195674,25959097627,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-16T10:00:52Z,2026-05-16T10:10:33Z,581,111db72dbf7a0da2617a0b329266390ccd26e79b
76311094270,25959065385,Create Releases,call-win / build (cp312-win_amd64),completed,cancelled,2026-05-16T09:59:09Z,2026-05-16T10:00:36Z,87,f8ce41d0892d00fa4b4daa5a8fbbeb3b9182ae85
76294916938,25953243134,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-16T04:54:53Z,2026-05-16T05:05:43Z,650,b9b5c9374ab5f72eb8a82964550aabcb0206c5b1
76237198242,25934709630,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-15T18:33:11Z,2026-05-15T18:43:57Z,646,46726814f157edaa9f3ee0fc83447c8bd7a4e490
76237019439,25934696655,Create Releases,call-win / build (cp312-win_amd64),completed,cancelled,2026-05-15T18:32:04Z,2026-05-15T18:32:59Z,55,0b35098718b7f7869a128e31941c8bf168fdefb4
76236540092,25934555586,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-15T18:29:01Z,2026-05-15T18:39:46Z,645,f639a2dd9126829459c1fc32336361b7dee0e61e
76236439262,25934526032,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-15T18:28:21Z,2026-05-15T18:39:20Z,659,6ba65a1901abacbabbe0391d73ecabefca10f7e2
76222536737,25930407030,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-15T16:57:33Z,2026-05-15T17:07:38Z,605,81d4117bb3ea768282bbfecceede65275b3f7eef
76218860195,25929321918,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-15T16:34:07Z,2026-05-15T16:44:32Z,625,81d4117bb3ea768282bbfecceede65275b3f7eef
76179885377,25918146655,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-15T12:37:18Z,2026-05-15T12:49:20Z,722,d3d71f1c8c8c4d16bf41847b45c99ce4aa0def63
76172276785,25915879967,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-15T11:40:33Z,2026-05-15T11:51:09Z,636,800c2932274c580831485de73f4dad624af194e3
76171467884,25915611172,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-15T11:34:19Z,2026-05-15T11:45:04Z,645,3141cc8ae23c398c655272662a156e370fb3be9c
76170329500,25915288154,Create Releases,call-win / build (cp312-win_amd64),completed,cancelled,2026-05-15T11:25:27Z,2026-05-15T11:33:45Z,498,e748a380a9a1f4b374f5a51e81c9061bc6b495ba
76168951452,25914879752,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-15T11:14:52Z,2026-05-15T11:26:02Z,670,800c2932274c580831485de73f4dad624af194e3
76157494581,25911494502,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-15T09:49:48Z,2026-05-15T10:00:31Z,643,1536a43206ecbc715002251f3aeb9c3da7d59d77
76145373419,25907874217,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-15T08:21:09Z,2026-05-15T08:30:52Z,583,c1be1865592134a3b35c6fd2355dc871f2b441a4
76145216518,25907813940,Create Releases,call-win / build (cp312-win_amd64),completed,cancelled,2026-05-15T08:19:55Z,2026-05-15T08:20:52Z,57,ec784aabd550903f59c8b6591688a344bbf4d2ee
76144854751,25907709007,Create Releases,call-win / build (cp312-win_amd64),completed,cancelled,2026-05-15T08:17:06Z,2026-05-15T08:19:42Z,156,64182cf38226cc697c8ad54e466c0363f519cf7e
76143807887,25907498841,Create Releases,call-win / build (cp312-win_amd64),completed,cancelled,2026-05-15T08:11:49Z,2026-05-15T08:16:49Z,300,657e9a1b3e6d124d2e9d46d40a3be551fcff90f5
76143028999,25907220340,Create Releases,call-win / build (cp312-win_amd64),completed,cancelled,2026-05-15T08:02:04Z,2026-05-15T08:06:20Z,256,6e319617cd193818548242e072ebb277129fc309
76123535740,25900798587,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-15T04:47:09Z,2026-05-15T04:57:19Z,610,b20ac0c84506037ce3bdc88e8b093a3c70bf9e30
76049832988,25877896848,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-14T18:28:22Z,2026-05-14T18:43:07Z,885,c9ed1da6946a045c3e34aa69ad19a00b7caa891d
76046113975,25876819404,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-14T18:06:37Z,2026-05-14T18:17:15Z,638,1f9dd99064024fcfc919904b4e00002d0e1d0194
76044906913,25876475945,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-14T17:59:40Z,2026-05-14T18:10:48Z,668,619cbbc02e97372d83a2f0ca75d8800b14907a3a
76043991098,25875181405,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-14T17:54:23Z,2026-05-14T18:07:21Z,778,69c96a21a0702d4cb71e58a08b02dbecfc9fe868
76020727422,25869549372,Create Releases,call-win / build (cp312-win_amd64),completed,success,2026-05-14T15:41:17Z,2026-05-14T15:52:22Z,665,c48c16f26eebe82aaedb5ee551d4ead85a13ab64
