job_id,run_id,workflow,job_name,status,conclusion,started_at,completed_at,duration_seconds,head_sha
78549811980,26651222247,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-29T17:10:34Z,2026-05-29T17:16:33Z,359,b766fa6d7078dc407c7e8a5e24d699af35ab7c0d
78280448117,26571768909,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-28T11:25:21Z,2026-05-28T11:30:58Z,337,a23bf1c354fb25697c0bca8640d7c50700c782cb
78179635605,26540229623,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-27T21:37:44Z,2026-05-27T21:43:42Z,358,2ab3bacb82e3a96888e66d5b07966a084c1de555
78177602957,26539636135,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-27T21:25:01Z,2026-05-27T21:30:36Z,335,395e5ac15ee98517fc57b3684b9f4173cc194ba3
78165484627,26536162642,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-27T20:15:01Z,2026-05-27T20:20:58Z,357,93d9f12a3d810b92d9aa6cda961f5b020f3315ac
78131992740,26526651405,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-27T17:11:45Z,2026-05-27T17:18:35Z,410,e1481b1df670e3620b2b60cb7e8f19c0f23e86ea
77641029231,26377757763,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-25T00:56:33Z,2026-05-25T01:02:20Z,347,0ce10a714cf980589dc7c6125a2905dd5df652d6
77618370151,26338926685,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-23T17:22:49Z,2026-05-23T17:29:05Z,376,0ce10a714cf980589dc7c6125a2905dd5df652d6
77522723747,26333262256,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-23T12:55:20Z,2026-05-23T13:00:43Z,323,76fe8134c705a2c5e7ba3e3a661b772ed9dda0ea
77442012449,26305750534,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-22T18:43:59Z,2026-05-22T18:50:13Z,374,d33e14b757bbf7b7f6000f3dc942e6bc0e16bbb5
77423789639,26300408505,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-22T16:45:36Z,2026-05-22T16:50:40Z,304,d68d644de98b3d800496a7a3946dd0bab570deaa
77216893785,26238126525,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-21T16:11:12Z,2026-05-21T16:17:04Z,352,c0e4907f644fadff45aaa22494fb50231a6f6eac
77070714000,26194504026,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-20T22:49:59Z,2026-05-20T22:55:55Z,356,687c4e538d38b46fb2c367ea570414dc5621bccd
77026939754,26181885883,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-20T18:26:51Z,2026-05-20T18:32:08Z,317,0ebe0841967a1fe2e143eaf5bed12fd43a14690a
76997265043,26173471333,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-20T15:44:16Z,2026-05-20T15:49:32Z,316,b6f803ec4bb88f80bd775e72a254ada3df11f04f
76955663649,26161905090,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-20T12:16:16Z,2026-05-20T12:22:09Z,353,a6f1908b9bd0cae2b20460a5ff546a870624906c
76888276562,26141653547,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-20T04:38:38Z,2026-05-20T04:44:44Z,366,1ea440d9370d4e7b01b45b1d40f8c555e3c4bb73
76888272094,26141652785,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,cancelled,2026-05-20T04:38:34Z,2026-05-20T04:38:35Z,1,1ea440d9370d4e7b01b45b1d40f8c555e3c4bb73
76833058619,26124039637,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-19T20:41:49Z,2026-05-19T20:47:56Z,367,2ec288908952eea9dcf48d4b197915e1f72c6abf
76791805191,26112127291,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-19T16:54:53Z,2026-05-19T17:00:52Z,359,9a48f83aa6673619a9ef7641f7891e1f0f66b076
76704884208,26087680635,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-19T09:10:57Z,2026-05-19T09:17:03Z,366,1ad2a6407a5b776ef319b5bdcff666f3f3a166af
76703527203,26087291445,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-19T09:02:52Z,2026-05-19T09:08:26Z,334,9a48f83aa6673619a9ef7641f7891e1f0f66b076
76702158877,26086890399,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-19T08:54:50Z,2026-05-19T09:00:56Z,366,251494ff6aa42e8781718fd83612517ed1d44a9c
76698339130,26085760421,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-19T08:31:42Z,2026-05-19T08:37:18Z,336,f07e915ce723e6919d771dd2fdaa3e299e3d83b5
76626564890,26062737599,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-18T21:54:49Z,2026-05-18T22:00:26Z,337,c96c82d8c2db629c764f0566fb5b1e66c43412b2
76618964186,26060437403,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-18T21:05:26Z,2026-05-18T21:10:55Z,329,fd25487ea781eb2c9a2a3e3a3edf043d743d63d1
76616290334,26059645088,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-18T20:49:27Z,2026-05-18T20:55:19Z,352,fa652d85c14b532f12fef14dfd2c2acf675f2d3e
76614183146,26058934462,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-18T20:37:09Z,2026-05-18T20:43:06Z,357,e3fd238cc76987440da4ebedc747010a813a49e0
76612711454,26058576620,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-18T20:28:37Z,2026-05-18T20:34:39Z,362,701a92af3f28f5eb51d28ffd71cc9ce956cececf
76611040312,26058067673,Create Releases,call-linux / build (cp312-manylinux_x86_64),completed,success,2026-05-18T20:18:19Z,2026-05-18T20:24:16Z,357,58c7d79465f8eeccf1596727f42443e60d233a43
